activity_id	case_id	timeline_dt	fk_d_vessel	vessel_id	vin	vessel_name	vessel_service	vessel_class	vessel_type	vessel_subtype	flag_desc	vessel_activity_role_desc	waterway_name	event_type	event_class	event_subclass	damage_status	latitude	longitude
1745277	107050	2003-02-15 04:00:00.0000000	6252046	349521	8711370	HEIDELBERG EXPRESS	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	GERMANY	Cargo Recipient		Damage to Cargo	From  Other Source		Undamaged	32.818000000000000	-79.884166666666700
134742	86467	2001-12-07 19:40:00.0000000	9424905	128349	556953	TARPON	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty		Allision	Astern	Partial Control	Undamaged	33.914290000000000	-78.013500000000000
1748626		2003-02-24 10:01:00.0000000	9385935	190767	628300	BIGEYE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Reported in distress	OREGON INLET	Grounding	In marked channel	No Control	Damaged	35.766650000000000	-75.528810000000000
1731528	102580	2003-01-06 21:00:00.0000000	9314054	355900	CG030026	FISH SCREAMER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER ACCESS	Vessel Maneuverability	Total Loss		Undamaged	33.414833333333300	-78.373000000000000
1742432	106292	2002-12-29 18:35:00.0000000	8983016	195750	633879	MISS JOHNEE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	United States of America	Involved in a Marine Casualty	Atlantic Ocean	Abandonment	Precautionary		Actual Total Loss	33.521111166666700	-79.032222166666700
1481456		2002-01-06 14:00:00.0000000	8509734	322580	943017	MEDITERRANEAN II	Recreational	Recreational	General	General	UNITED STATES	Reported in distress		Abandonment	Forced		Damaged	33.400000000000000	-77.183333333333300
1481456		2002-01-06 11:00:00.0000000	8509734	322580	943017	MEDITERRANEAN II	Recreational	Recreational	General	General	UNITED STATES	Reported in distress		Flooding	Progressive - damage control measures in place		Damaged	33.400000000000000	-77.183333333333300
1721168	100975	2002-12-11 08:00:00.0000000	8699742	19198	1105959	LYKES MOTIVATOR	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	United States of America	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Collision	Special Circumstances	Other	Undamaged	32.664510000000000	-79.688830000000000
1744600		2003-02-08 09:00:00.0000000	6511704	609255	NC 9004 WK	STORMY	Recreational	Recreational	Motor Propelled Vessels	Sport Fisher	UNITED STATES	Involved in a Marine Casualty	atlantic ocean	Sinking	Damage Control Efforts Not Possible		Actual Total Loss	35.768333333333300	-75.508333333333300
1704357		2002-11-12 14:02:00.0000000	9467695	244276	677685	NANTUCKET CLIPPER	Passenger (More Than 6)	Passenger Ship	Ocean Cruise Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	LOCKWOODS FOLLY INLET	Grounding	In marked channel	Partial Control	Undamaged	33.921100000000000	-78.236630000000000
1685682		2002-09-06 08:22:00.0000000	6394656	492131	NC5575CS	BECKY SUE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Subject of Search and Rescue		Sinking	Damage Control Efforts Possible	Damage Control Attempted	Total Constructive Loss: Unsalvaged	33.925000000000000	-77.090000000000000
1666518	95605	2002-08-24 15:30:00.0000000	6500469	598018	NC9590WB	SEATOW SIX	Towing Vessel	Towing Vessel	Emergency Assist Tow Vessel	General	UNITED STATES	Involved in a Marine Casualty		Grounding	Outside marked channel	No Control	Undamaged	34.651666666666700	-76.553333333333300
1695426	95592	2002-09-19 12:09:00.0000000	6504188	601737	UNKOWN	EVERYTHING IN BOAT	Recreational	Recreational	Motor Propelled Vessels	Runabout	UNITED STATES	Involved in a Marine Casualty	ROANOKE SOUND	Fire	Initial - out of control		Total Constructive Loss: Salvaged	36.003500000000000	-75.752766666666700
1695426	95592	2002-09-19 12:30:00.0000000	6504188	601737	UNKOWN	EVERYTHING IN BOAT	Recreational	Recreational	Motor Propelled Vessels	Runabout	UNITED STATES	Involved in a Marine Casualty	ROANOKE SOUND	Sinking	Damage Control Efforts Not Possible		Total Constructive Loss: Salvaged	36.003500000000000	-75.752766666666700
1695928	95710	2002-10-20 04:53:00.0000000	9168352	511976	1123631	ATC 21	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	Liquid Chemical Cargo Barge	United States of America	Acknowledged Pollution Source		Damage to the Environment	HAZMAT Release	Cargo	Undamaged	34.255000000000000	-77.940000000000000
1718036	100605	2002-11-28 12:00:00.0000000	9066826	321086	CG020886	FOXY LADY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	OREGON INLET	Capsize	Overwhelmed by Sea and/or Wind		Total Constructive Loss: Salvaged	35.766650000000000	-75.528810000000000
1716852	99227	2002-11-29 13:00:00.0000000	8865217	50245	605766	CAPT STACY IV	Passenger (More Than 6)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	BEAUFORT INLET	Vessel Maneuverability	Total Loss		Undamaged	34.700740000000000	-76.676760000000000
1662444	89732	2002-08-06 18:30:00.0000000	9299341	149037	581795	RICHARD WAYNE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ROANOKE SOUND	Vessel Maneuverability	Partial Reduction		Damaged	35.803166666666700	-75.617500000000000
1731816	103741	2003-01-12 14:45:00.0000000	9295310	69831	266784	CHRISTOPHER B. TURECAMO	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty	CHARLESTON HARBOR	Fire	Initial - contained		Damaged	32.759740000000000	-79.918850000000000
1662444	89732	2002-08-06 08:30:00.0000000	9299341	149037	581795	RICHARD WAYNE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	Oregon Inlet Channel	Grounding	Outside marked channel		Damaged	35.778855500000000	-75.576755500000000
1727608	102763	2003-01-08 00:01:00.0000000	8359163	123945	551468	KATHRYN	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	BOGUE INLET	Sinking	Damage Control Efforts Not Possible		Damaged	34.672870000000000	-77.096740000000000
1706831		2002-11-18 08:23:00.0000000	9362984	164583	599391	M & M	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	SHALLOTTE INLET	Loss of Electrical Power	Total Loss		Undamaged	33.906850000000000	-78.380830000000000
1666576	90464	2002-09-25 08:10:00.0000000	8972257	182466	619133	KINGFISH	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Other loss		Damaged	33.166666666666700	-78.116666666666700
2448457	247459	2005-07-30 10:00:00.0000000	8949763	154787	588386	CAPT. ALDEN	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Involved in a Marine Casualty	ATLANTIC OCEAN	Sinking	Damage Control Efforts Not Possible		Actual Total Loss	32.447200000000000	-79.592700000000000
2448457	247459	2005-07-30 09:55:00.0000000	8949763	154787	588386	CAPT. ALDEN	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Involved in a Marine Casualty	ATLANTIC OCEAN	Material Failure (Vessels)			Actual Total Loss	32.447200000000000	-79.592700000000000
2448457	247459	2005-07-30 09:00:00.0000000	8949763	154787	588386	CAPT. ALDEN	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Involved in a Marine Casualty	ATLANTIC OCEAN	Flooding	Progressive - damage control measures in place		Actual Total Loss	32.447200000000000	-79.592700000000000
1690135	96816	2002-10-09 20:45:00.0000000	6357473	454948	NC8893BS	TOW BOAT US	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty		Allision	Astern	Subject vessel controlled by Other Vessel (barges/tows)	Undamaged	34.683333333333300	-76.700000000000000
1690135	96816	2002-10-09 20:45:00.0000000	9004639	229618	664054	TRINITY	Recreational	Recreational	General	General	UNITED STATES	Involved in a Marine Casualty		Allision	Astern	Subject vessel controlled by Other Vessel (barges/tows)	Undamaged	34.683333333333300	-76.700000000000000
1690135	96816	2002-10-09 20:45:00.0000000	8389839	159341	593541	THE LIMO	Recreational	Recreational	Motor Propelled Vessels	General	United States of America	Involved in a Marine Casualty		Allision	Astern	Subject vessel controlled by Other Vessel (barges/tows)	Damaged	34.683333333333300	-76.700000000000000
1690005		2002-10-15 14:44:00.0000000	8864028	48738	573248	G.L. 173	Freight Barge	Barge	General	General	UNITED STATES	Involved in a Marine Casualty		Allision	Broadside	Subject vessel controlled by Other Vessel (barges/tows)	Undamaged	34.626528000000000	-78.575643000000000
1608325		2002-04-19 00:42:00.0000000	9467695	244276	677685	NANTUCKET CLIPPER	Passenger (More Than 6)	Passenger Ship	Ocean Cruise Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Total Loss		Undamaged	34.555333333333300	-77.352166666666700
1686819		2002-09-30 10:50:00.0000000	8864019	48728	573124	SANS SOUCI	Passenger (More Than 6)	Passenger Ship	Ferry	Non Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Partial Reduction		Undamaged	33.893333333333300	-78.017500000000000
1690005		2002-10-15 10:10:00.0000000	8991516	206209	646543	MCCORMACK BOYS	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty		Allision	Quartering	Subject vessel controlled by Other Vessel (barges/tows)	Undamaged	34.626528000000000	-78.575643000000000
1690518	94534	2002-08-14 00:41:00.0000000	6354036	451511	9010230	JO CURACAO	Tank Ship	Tank Ship	Petroleum Oil Tank Ship	General	LIBERIA	Involved in a Marine Casualty		Material Failure (Vessels)			Undamaged	32.033333333333300	-80.891666666666700
1655370	89013	2002-07-31 15:14:00.0000000	0			WALRUS	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	Involved in a Marine Casualty		Sinking	Damage Control Efforts Not Possible		Damaged	32.628216666666700	-80.012516666666700
1655379	89017	2002-08-02 10:42:00.0000000	0			Sailboat	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	Involved in a Marine Casualty		Sinking	Damage Control Efforts Not Possible		Damaged	32.835000000000000	-80.018333333333300
1666592	90466	2002-09-06 14:28:00.0000000	8902157	95971	513389	FOUR C'S	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Flooding	Initial - damage control measures in place		Damaged	32.628100000000000	-79.995880000000000
1628765		2002-05-31 10:48:00.0000000	6289944	387419	9007958	APL AMAZONITE	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	SINGAPORE	Involved in a Marine Casualty		Allision	Astern		Undamaged	32.818056166666700	-79.884163333333300
1628765		2002-05-31 10:48:00.0000000	6464766	562281	9227285	CAP SAN RAPHAEL	Freight Ship	General Dry Cargo Ship	Container Ship	General	LIBERIA	Moored/Anchored  in Vicinity of Primary Subject		Allision	Astern		Undamaged	32.818056166666700	-79.884163333333300
1491725		2002-06-12 09:09:00.0000000	0			MISS JENNIFER	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	Suspected to be in Violation of Law or Reg		Abandonment			Damaged	32.833333333333300	-79.924500000000000
1654776	88973	2002-07-04 10:46:00.0000000	9463139	454308	1051972	SEA THUNDER	Passenger (More Than 6)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	United States of America	Involved in a Marine Casualty		Collision	Meeting	No Control	Damaged	33.848580000000000	-78.546359000000000
1654776	88973	2002-07-04 09:30:00.0000000	9463139	454308	1051972	SEA THUNDER	Passenger (More Than 6)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	United States of America	Involved in a Marine Casualty		Collision	Meeting	No Control	Damaged	33.848580000000000	-78.546359000000000
1654776	88973	2002-07-04 10:46:00.0000000	9049026	292525	916835	HURRICANE SHRIMPER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	United States of America	Involved in a Marine Casualty		Collision	Meeting	No Control	Damaged	33.848580000000000	-78.546359000000000
1654776	88973	2002-07-04 09:30:00.0000000	9049026	292525	916835	HURRICANE SHRIMPER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	United States of America	Involved in a Marine Casualty		Collision	Meeting	No Control	Damaged	33.848580000000000	-78.546359000000000
1655018		2002-07-31 11:10:00.0000000	8860751	44501	291942	CRYSTAL DAWN	Passenger (More Than 6)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ROANOKE SOUND	Vessel Maneuverability	Partial Reduction		Undamaged	35.815000000000000	-75.599166666666700
1674870	91732	2002-09-07 00:00:00.0000000	8920884	118870	545120	MISS HAZEL	Towing Vessel	Barge	General	General	UNITED STATES	Acknowledged Pollution Source		Sinking	Damage Control Efforts Possible	Damage Control not attempted	Damaged	35.890270000000000	-75.759720000000000
1674870	91732	2002-09-07 00:02:00.0000000	0			Work Barge ID# N35	Industrial Vessel	Barge	Industrial Barge	Work Platform	UNSPECIFIED	Involved in a Marine Casualty		Sinking	Damage Control Efforts Possible	Damage Control not attempted	Damaged	35.890270000000000	-75.759720000000000
1636806		2002-06-25 13:00:00.0000000	9069577	325423	944376	YELLOWFIN	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Flooding	Initial - damage control measures in place		Damaged	35.833333333333300	-74.500000000000000
1636806		2002-06-25 11:53:00.0000000	9069577	325423	944376	YELLOWFIN	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Total Loss		Damaged	35.833333333333300	-74.500000000000000
1636806		2002-06-25 11:54:00.0000000	9069577	325423	944376	YELLOWFIN	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Flooding	Initial - out of control		Damaged	35.833333333333300	-74.500000000000000
1629642	88676	2002-06-12 12:00:00.0000000	9462296	262636		ACTIVITY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Gill-netter	UNITED STATES	Involved in a Marine Casualty		Emergency Response	Salvage		Damaged	35.935500000000000	-75.601833333333300
1629642	88676	2002-06-12 07:30:00.0000000	9462296	262636		ACTIVITY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Gill-netter	UNITED STATES	Involved in a Marine Casualty		Flooding	Initial - damage control measures in place		Damaged	35.935500000000000	-75.601833333333300
1655018		2002-07-31 11:15:00.0000000	8860751	44501	291942	CRYSTAL DAWN	Passenger (More Than 6)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ROANOKE SOUND	Allision	Head-on	Partial Control	Undamaged	35.815000000000000	-75.599166666666700
1666518	95605	2002-08-24 15:00:00.0000000	6503137	600686	UNNUMBERED	16 FT HOBIE CAT (UNNAMED/UNNUMBERED)	Recreational	Recreational	Sailing Vessels	Catamaran	UNITED STATES	Involved in a Marine Casualty		Capsize	Overwhelmed by Sea and/or Wind		Undamaged	34.651666666666700	-76.553333333333300
1632777		2002-07-23 14:00:00.0000000	6367153	464628	CG053430	USNS BOB HOPE	Freight Ship	Ro-Ro Cargo Ship	Vehicle Carrier	General	UNITED STATES	Moored/Anchored  in Vicinity of Primary Subject		Falls into Water	From Vessel		Undamaged	32.902221666666700	-79.816943333333300
1679377		2002-08-24 17:15:00.0000000	6406326	503801	GA9014NX	MISS VIVIAN	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Subject to Coast Guard Operational Control		Emergency Response			Undamaged	32.035000000000000	-80.858333333333300
1673247	92789	2002-09-06 20:40:00.0000000	8927643	127483	555905	CAROLINA LADY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Trawler, Stern	UNITED STATES	Reported in distress		Flooding	Initial - out of control		Damaged	32.090000000000000	-80.906666666666700
1611519		2002-03-30 11:02:00.0000000	9307875	270040		DEVEREUX	Passenger (Uninspected)	Passenger Ship	General	General (6 or Fewer, Gross Tonnage < 100)	BERMUDA	Involved in a Marine Casualty		Vessel Maneuverability	Total Loss		Undamaged	35.054833333333300	-75.983333333333300
1633638	88875	2002-07-29 10:41:00.0000000	0			Split Decision	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	Acknowledged Pollution Source	ATLANTIC DEEP WATER SPUR	Sinking	Damage Control Efforts Possible	Damage Control not attempted	Undamaged	34.148710000000000	-77.756520000000000
1659256	89582	2002-08-09 14:41:00.0000000	9306812	253856	686316	SUNCRUZ VII	Passenger (More Than 6)	Passenger Ship	Gaming Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Fire	Initial - out of control		Damaged	33.866944500000000	-78.600833333333300
1666498	90449	2002-08-24 15:22:00.0000000	8523480	342383	CG026477	CAPT SMOKE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Flooding	Progressive - damage control measures in place		Damaged	33.258500000000000	-78.268500000000000
1637279		2002-06-11 21:09:00.0000000	0			Vagabond	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	Involved in a Marine Casualty		Vessel Maneuverability	Partial Reduction		Undamaged	32.183333333333300	-80.733333333333300
1668708	95239	2002-08-29 07:43:00.0000000	8871154	58891	232244	SEAL	Recreational	Recreational	Sailing Vessels	General	UNITED STATES	Acknowledged Pollution Source		Sinking	Damage Control Efforts Not Possible		Damaged	35.076930000000000	-77.060560000000000
1623974		2002-05-31 08:47:00.0000000	9306812	253856		SUNCRUZ VII	Passenger (Inspected)	Passenger Ship	Gaming Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Partial Reduction		Undamaged	33.866944500000000	-78.600833333333300
1624725	86728	2001-10-21 21:47:00.0000000	8296120	55026		STARDANCER	Passenger (Inspected)	Passenger Ship	Gaming Vessel	General (More Than 6, Gross Tonnage < 100)	CANADA	Reported in distress		Vessel Maneuverability	Total Loss		Undamaged	33.848580000000000	-78.546359000000000
1624725	86728	2001-10-21 19:34:00.0000000	8296120	55026		STARDANCER	Passenger (Inspected)	Passenger Ship	Gaming Vessel	General (More Than 6, Gross Tonnage < 100)	CANADA	Reported in distress		Loss of Electrical Power	Total Loss		Undamaged	33.848580000000000	-78.546359000000000
1492408		2002-02-28 06:25:00.0000000	6476819	574357	CG574357	S-14	Industrial Vessel	Miscellaneous Vessel	Work Boat	General	UNITED STATES	Transiting Vicinity of Primary Subject		Allision	Head-on	No Control	Undamaged	33.850833333333300	-78.653833333333300
1636885		2002-06-03 17:36:00.0000000	9051697	296576	922678	LADY GENEVA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	United States of America	Involved in a Marine Casualty		Sinking	Damage Control Efforts Not Possible		Total Constructive Loss: Unsalvaged	33.771666666666700	-78.566666666666700
1636885		2002-06-02 03:30:00.0000000	9051697	296576	922678	LADY GENEVA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	United States of America	Involved in a Marine Casualty		Fire	Initial - out of control		Total Constructive Loss: Unsalvaged	33.765000000000000	-78.590000000000000
1636885		2002-06-02 03:40:00.0000000	9051697	296576	922678	LADY GENEVA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	United States of America	Involved in a Marine Casualty		Abandonment	Forced		Total Constructive Loss: Unsalvaged	33.765000000000000	-78.590000000000000
1669093	90896	2002-08-23 12:21:00.0000000	8951203	156587	590422	BUCCANEER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	OREGON INLET	Vessel Maneuverability	Total Loss		Damaged	35.841666666666700	-75.607666666666700
60494		2001-12-08 13:42:00.0000000	9113381	402969		SEA DOG	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Emergency Response	Search and Rescue	Search Successful - Rescue successful	Undamaged	36.245333333333300	-75.179000000000000
2305739	222046	2005-01-07 12:10:00.0000000	8917229	114038	539167	C-VENTURE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Trawler, Stern	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Vessel Maneuverability	Total Loss		Undamaged	35.712140000000000	-75.631740000000000
2305739	222046	2005-01-07 12:09:00.0000000	8917229	114038	539167	C-VENTURE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Trawler, Stern	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Material Failure (Vessels)			Undamaged	35.712140000000000	-75.631740000000000
1648712		2001-09-05 08:00:00.0000000	9366146	217495		CHEERS	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Subject to Marine Inspection		Material Failure (Vessels)			Damaged	32.833333333333300	-80.750000000000000
1643288		2002-07-09 07:38:00.0000000	9298372	134012	564076	REEL PLEASURE	Passenger (More Than 6)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	United States of America	Acknowledged Pollution Source	SOUTHPORT CHANNEL	Damage to the Environment	Oil Discharge	Cargo	Undamaged	33.918090000000000	-78.023390000000000
1697170	95987	2002-10-15 22:39:00.0000000	6503512	601061	NC4346BS	NC4346BS	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	BOGUE INLET	Grounding	Outside marked channel	Partial Control	Damaged	34.672870000000000	-77.096740000000000
1644681		2002-07-09 19:30:00.0000000	6126364	223838	7210898	BORC	Freight Ship	General Dry Cargo Ship	General	General	NORWAY	Involved in a Marine Casualty	BEAUFORT INLET	Grounding	In marked channel	Partial Control	Undamaged	34.700740000000000	-76.676760000000000
1670452	91134	2002-08-31 12:30:00.0000000	0			Sunbird	Recreational	Recreational	Motor Propelled Vessels	General	UNSPECIFIED	Acknowledged Pollution Source	MASONBORO INLET	Sinking	Damage Control Efforts Not Possible		Damaged	34.214650000000000	-77.815700000000000
1635563		2002-06-20 23:03:00.0000000	8958287	165302		JEAN MARIE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Loss of Electrical Power	Total Loss		Undamaged	35.834500000000000	-75.250666666666700
1635563		2002-06-20 23:03:00.0000000	8958287	165302		JEAN MARIE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Total Loss		Undamaged	35.834500000000000	-75.250666666666700
1661457	90729	2002-08-13 08:27:00.0000000	6494045	591592	CG591592	TREEMENDOUS	Recreational	Recreational	Motor Propelled Vessels	Runabout	UNITED STATES	Acknowledged Pollution Source		Damage to the Environment	Oil Discharge	Cargo	Undamaged	34.271583333333300	-77.748616666666700
1675257	91782	2002-09-10 11:00:00.0000000	8786448	492323	CG056555	USNS WATKINS	Freight Ship	Ro-Ro Cargo Ship	Ro-Ro/Container	General	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Partial Reduction		Undamaged	32.901111166666700	-79.934166666666700
1493891		2002-03-14 01:00:00.0000000	8960275	167714	602927	RETRIEVER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	BEAUFORT INLET	Grounding	Outside marked channel	No Control	Damaged	34.700740000000000	-76.676760000000000
1493891		2002-03-14 00:45:00.0000000	8960275	167714	602927	RETRIEVER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	BEAUFORT INLET	Vessel Maneuverability	Total Loss		Damaged	34.700740000000000	-76.676760000000000
2493037	257455	2005-08-13 14:59:00.0000000	0			GA6158PF	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES OF AMERICA	Involved in a Marine Casualty	TYBEE ROADS	Loss of Stability	Other loss of stability	Total Loss of Stability	Damaged	32.033580000000000	-80.823700000000000
1664942	90307	2002-08-06 13:13:00.0000000	0			SALLY D	Towing Vessel	Towing Vessel	General	General	UNITED STATES OF AMERICA	Involved in a Marine Casualty		Allision	Quartering	Partial Control	Undamaged	32.883333333333300	-80.011666666666700
1605518		2002-04-23 11:17:00.0000000	0			Capt. Andrew	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	Involved in a Marine Casualty		Fire	Initial - contained		Damaged	33.366388833333300	-79.268333333333300
1617984		2002-05-14 11:00:00.0000000	6130983	228457	7715953	MAX OLDENDORFF	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	NORWAY	Involved in a Marine Casualty		Vessel Maneuverability	Total Loss		Undamaged	34.615066666666700	-76.665583333333300
1617984		2002-05-14 12:00:00.0000000	6130983	228457	7715953	MAX OLDENDORFF	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	NORWAY	Involved in a Marine Casualty		Vessel Maneuverability			Undamaged	34.615066666666700	-76.665583333333300
1603693		2002-04-10 13:40:00.0000000	0			honey hush	Recreational	Recreational	Motor Propelled Vessels	General	UNSPECIFIED	Suspected Pollution Source	BOGUE INLET	Material Failure (Vessels)			Damaged	34.672870000000000	-77.096740000000000
1479214	86727	2001-12-23 05:45:00.0000000	8288218	44651		DOWNTOWNER	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Grounding	In marked channel	Partial Control	Damaged	32.739150000000000	-79.845350000000000
1479214	86727	2001-12-23 19:54:00.0000000	8288218	44651		DOWNTOWNER	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Total Loss		Damaged	32.739150000000000	-79.845350000000000
1674304	91639	2002-09-25 09:03:00.0000000	8453734	244927	665783	SEA-LAND INTEGRITY	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	UNITED STATES	Suspected to be in Violation of Law or Reg		Loss of Electrical Power	Partial Reduction		Undamaged	32.739150000000000	-79.845350000000000
1482174		2002-01-16 03:00:00.0000000	9009942	236269	669001	LORETTE MORAN	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Partial Reduction		Damaged	34.591666666666700	-77.246666666666700
1693562	95472	2002-09-11 14:52:00.0000000	0		592096	GOFORIT	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Longliner	UNITED STATES OF AMERICA	Subject of Search and Rescue	ATLANTIC OCEAN	Emergency Response	Search and Rescue	Search Successful - Rescue successful	Undamaged	32.658333333333300	-79.005000000000000
1615019		2002-05-09 03:17:00.0000000	8910035	105475	527203	MISS ERIKA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Sinking	Damage Control Efforts Not Possible		Total Constructive Loss: Unsalvaged	32.032666666666700	-80.844666666666700
